# zspec, RA, DEC, mu, mg, mr, mi, mz, logExp, logDev, pz_zebra, pz_NN, pz_NN_Err
1.990000000000000102e-01 2.149978000000000122e+02 5.316761000000000337e+01 2.221799999999999997e+01 2.076500000000000057e+01 1.959100000000000108e+01 1.914300000000000068e+01 1.880900000000000105e+01 1.290000000000000000e+02 7.000000000000000000e+00 1.950000000000000067e-01 2.530600000000000072e-01 6.181999999999999995e-02
1.990000000000000102e-01 2.150867700000000013e+02 5.305548999999999893e+01 2.215200000000000102e+01 2.134499999999999886e+01 2.068799999999999883e+01 2.043100000000000094e+01 2.084100000000000108e+01 4.500000000000000000e+01 4.100000000000000000e+01 2.300000000000000100e-01 2.881500000000000172e-01 1.098900000000000016e-01
1.990000000000000102e-01 3.347728900000000181e+02 9.529699999999999838e-01 2.258999999999999986e+01 2.134600000000000009e+01 2.069699999999999918e+01 2.052700000000000102e+01 2.019699999999999918e+01 4.100000000000000000e+01 1.160000000000000000e+02 1.650000000000000078e-01 2.918999999999999928e-01 6.728000000000000647e-02
1.990000000000000102e-01 3.344172300000000178e+02 2.318999999999999950e-01 2.392899999999999849e+01 2.226500000000000057e+01 2.166700000000000159e+01 2.127400000000000091e+01 2.147299999999999898e+01 4.800000000000000000e+01 5.900000000000000000e+01 1.449999999999999900e-01 6.762700000000000378e-01 1.015000000000000069e-01
1.992400000000000004e-01 3.521718500000000063e+02 9.350999999999999590e-02 2.200000000000000000e+01 2.045299999999999940e+01 1.928300000000000125e+01 1.890200000000000102e+01 1.853200000000000003e+01 1.788000000000000000e+03 1.100000000000000000e+01 3.074999999999999956e-01 2.347599999999999965e-01 6.040000000000000230e-02
1.992800000000000127e-01 3.669509000000000043e+01 5.979799999999999560e-01 2.189699999999999847e+01 2.031500000000000128e+01 1.978600000000000136e+01 1.950199999999999889e+01 1.980199999999999960e+01 2.190000000000000000e+02 1.490000000000000000e+02 1.150000000000000050e-01 2.542099999999999915e-01 5.888999999999999790e-02
1.998300000000000076e-01 2.153123199999999997e+02 5.313018999999999892e+01 2.235900000000000176e+01 2.104200000000000159e+01 2.049599999999999866e+01 2.039600000000000080e+01 2.005300000000000082e+01 4.000000000000000000e+01 1.610000000000000000e+02 1.350000000000000089e-01 2.061699999999999922e-01 8.121000000000000441e-02
1.999299999999999966e-01 3.778381999999999863e+01 7.067499999999999893e-01 2.248000000000000043e+01 2.158599999999999852e+01 2.053000000000000114e+01 2.056299999999999883e+01 1.969900000000000162e+01 9.500000000000000000e+01 1.400000000000000000e+01 3.225000000000000089e-01 3.905500000000000083e-01 1.311400000000000066e-01
2.000000000000000111e-01 3.342784399999999891e+02 7.917699999999999738e-01 2.309900000000000020e+01 2.153999999999999915e+01 2.126800000000000068e+01 2.098900000000000077e+01 2.330199999999999960e+01 1.500000000000000000e+01 1.000000000000000000e+01 5.249999999999999806e-02 nan nan
2.000000000000000111e-01 3.351179999999999950e+02 9.217699999999999783e-01 2.106299999999999883e+01 2.023499999999999943e+01 1.976099999999999923e+01 1.955000000000000071e+01 1.947599999999999909e+01 1.800000000000000000e+01 4.200000000000000000e+01 1.474999999999999922e-01 1.717299999999999938e-01 4.195000000000000118e-02
2.000000000000000111e-01 3.352964600000000246e+02 -5.199099999999999833e-01 2.151099999999999923e+01 2.062600000000000122e+01 1.998699999999999832e+01 1.976399999999999935e+01 1.938599999999999923e+01 3.000000000000000000e+01 4.820000000000000000e+02 1.675000000000000100e-01 2.609500000000000153e-01 5.466000000000000025e-02
2.000000000000000111e-01 3.346223100000000272e+02 9.912999999999999590e-01 2.226500000000000057e+01 2.237500000000000000e+01 2.136599999999999966e+01 2.128300000000000125e+01 2.121699999999999875e+01 7.000000000000000000e+01 9.600000000000000000e+01 3.425000000000000266e-01 3.500099999999999878e-01 1.465500000000000136e-01
2.000000000000000111e-01 2.153243799999999908e+02 5.308507000000000176e+01 2.275799999999999912e+01 2.065800000000000125e+01 1.945499999999999829e+01 1.897400000000000020e+01 1.866799999999999926e+01 1.780000000000000000e+02 9.000000000000000000e+00 1.575000000000000011e-01 2.170600000000000029e-01 3.758000000000000229e-02
2.000000000000000111e-01 2.155193500000000029e+02 5.312060000000000315e+01 2.171600000000000108e+01 2.093499999999999872e+01 2.048999999999999844e+01 2.034600000000000009e+01 2.016300000000000026e+01 1.000000000000000000e+00 2.900000000000000000e+01 1.650000000000000078e-01 2.141699999999999993e-01 6.968000000000000582e-02
2.000000000000000111e-01 3.337823799999999892e+02 9.693199999999999594e-01 2.176599999999999824e+01 1.972200000000000131e+01 1.853399999999999892e+01 1.807700000000000173e+01 1.778699999999999903e+01 2.210000000000000000e+02 6.900000000000000000e+01 1.700000000000000122e-01 1.793200000000000072e-01 2.086999999999999966e-02
2.000000000000000111e-01 3.353888600000000224e+02 5.766999999999999904e-02 2.216100000000000136e+01 2.049099999999999966e+01 1.966600000000000037e+01 1.919300000000000139e+01 1.892800000000000082e+01 1.000000000000000000e+01 3.720000000000000000e+02 6.500000000000000222e-02 1.816099999999999937e-01 4.492000000000000159e-02
2.000000000000000111e-01 2.151919300000000135e+02 5.295295999999999736e+01 2.214999999999999858e+01 2.010800000000000054e+01 1.887999999999999901e+01 1.842200000000000060e+01 1.807700000000000173e+01 7.970000000000000000e+02 1.400000000000000000e+01 1.849999999999999978e-01 2.048899999999999888e-01 1.986999999999999877e-02
2.000000000000000111e-01 2.151516000000000020e+02 5.312055999999999756e+01 2.258299999999999841e+01 2.176000000000000156e+01 2.095700000000000074e+01 2.063400000000000034e+01 2.037099999999999866e+01 3.000000000000000000e+00 3.000000000000000000e+00 2.424999999999999933e-01 3.771100000000000008e-01 1.111499999999999988e-01
2.000000000000000111e-01 2.154433300000000031e+02 5.342352000000000345e+01 2.172700000000000031e+01 1.978600000000000136e+01 1.849299999999999855e+01 1.803800000000000026e+01 1.775300000000000011e+01 4.906000000000000000e+03 4.360000000000000000e+02 2.275000000000000078e-01 2.227500000000000036e-01 2.366000000000000048e-02
2.000000000000000111e-01 2.151764599999999916e+02 5.315456999999999965e+01 2.173100000000000165e+01 2.025900000000000034e+01 1.916600000000000037e+01 1.875499999999999901e+01 1.841799999999999926e+01 7.610000000000000000e+02 1.660000000000000000e+02 2.399999999999999911e-01 3.181200000000000139e-01 7.308000000000000607e-02
2.000000000000000111e-01 2.153877599999999859e+02 5.313645000000000351e+01 2.144200000000000017e+01 2.051999999999999957e+01 1.996799999999999997e+01 1.973199999999999932e+01 1.967599999999999838e+01 1.000000000000000000e+00 1.420000000000000000e+02 1.499999999999999944e-01 2.246499999999999886e-01 7.145999999999999575e-02
2.000000000000000111e-01 2.151716199999999901e+02 5.311397999999999797e+01 2.085999999999999943e+01 1.885200000000000031e+01 1.761400000000000077e+01 1.713100000000000023e+01 1.686700000000000088e+01 9.999000000000000000e+03 9.999000000000000000e+03 1.600000000000000033e-01 2.043399999999999939e-01 1.643000000000000016e-02
2.000000000000000111e-01 3.344116099999999960e+02 7.254699999999999482e-01 2.187399999999999878e+01 2.067999999999999972e+01 1.995799999999999841e+01 1.964199999999999946e+01 1.948799999999999955e+01 6.000000000000000000e+00 4.580000000000000000e+02 2.000000000000000111e-01 2.232500000000000040e-01 6.219999999999999835e-02
2.002899999999999958e-01 3.530363399999999956e+02 -3.864000000000000073e-02 2.235399999999999920e+01 2.121900000000000119e+01 2.070700000000000074e+01 2.044600000000000151e+01 2.043199999999999861e+01 7.000000000000000000e+00 7.400000000000000000e+01 1.125000000000000028e-01 2.174500000000000044e-01 9.349999999999999978e-02
2.004700000000000093e-01 3.798393000000000086e+01 6.364600000000000257e-01 2.201699999999999946e+01 2.062600000000000122e+01 1.999899999999999878e+01 1.959199999999999875e+01 1.950199999999999889e+01 2.900000000000000000e+01 9.780000000000000000e+02 4.250000000000000305e-02 2.116999999999999993e-01 7.002999999999999503e-02
2.008800000000000030e-01 3.700730999999999682e+01 4.823399999999999910e-01 2.419099999999999895e+01 2.204200000000000159e+01 2.150900000000000034e+01 2.141700000000000159e+01 2.102299999999999969e+01 3.800000000000000000e+01 6.200000000000000000e+01 9.750000000000000333e-02 2.217200000000000004e-01 8.996999999999999442e-02
2.009799999999999920e-01 3.515280799999999886e+02 2.951000000000000151e-02 2.117099999999999937e+01 2.002400000000000091e+01 1.931200000000000117e+01 1.902100000000000080e+01 1.887600000000000122e+01 1.460000000000000000e+02 8.300000000000000000e+01 2.000000000000000111e-01 1.858200000000000129e-01 4.896999999999999964e-02
2.010000000000000120e-01 2.149086800000000039e+02 5.278430000000000177e+01 2.456299999999999883e+01 2.146199999999999974e+01 2.083399999999999963e+01 2.064699999999999847e+01 2.081599999999999895e+01 9.100000000000000000e+01 1.530000000000000000e+02 1.449999999999999900e-01 1.572900000000000131e-01 7.650999999999999468e-02
2.010000000000000120e-01 2.152598099999999874e+02 5.301060999999999979e+01 2.391799999999999926e+01 2.164900000000000091e+01 2.051300000000000168e+01 2.003000000000000114e+01 1.948400000000000176e+01 3.000000000000000000e+00 2.800000000000000000e+01 1.700000000000000122e-01 3.690499999999999892e-01 9.808000000000000052e-02
2.010000000000000120e-01 2.153089999999999975e+02 5.309465000000000146e+01 2.483200000000000074e+01 2.183399999999999963e+01 2.112399999999999878e+01 2.090700000000000003e+01 2.143700000000000117e+01 7.300000000000000000e+01 3.200000000000000000e+01 1.849999999999999978e-01 7.857999999999999707e-02 9.329999999999999405e-02
2.010000000000000120e-01 2.149601700000000051e+02 5.311688999999999794e+01 2.238299999999999912e+01 2.076999999999999957e+01 1.973100000000000165e+01 1.913500000000000156e+01 1.877299999999999969e+01 4.300000000000000000e+01 1.090000000000000000e+02 1.449999999999999900e-01 3.064500000000000002e-01 1.085200000000000053e-01
2.010000000000000120e-01 2.153401499999999942e+02 5.306179999999999808e+01 2.223900000000000077e+01 2.145200000000000173e+01 2.083500000000000085e+01 2.068400000000000105e+01 2.041499999999999915e+01 1.000000000000000000e+00 2.000000000000000000e+00 2.600000000000000089e-01 2.764599999999999835e-01 8.140999999999999626e-02
2.010000000000000120e-01 3.335173399999999901e+02 9.944499999999999451e-01 -5.450000000000000400e-01 2.089399999999999835e+01 1.985200000000000031e+01 2.000499999999999901e+01 1.926699999999999946e+01 1.720000000000000000e+02 3.570000000000000000e+02 1.000000000000000021e-02 3.493600000000000039e-01 1.369100000000000039e-01
2.010000000000000120e-01 3.346960100000000011e+02 9.628700000000000037e-01 2.003300000000000125e+01 1.884799999999999898e+01 1.825499999999999901e+01 1.791700000000000159e+01 1.773300000000000054e+01 1.436000000000000000e+03 6.260000000000000000e+02 1.250000000000000000e-01 1.789199999999999957e-01 4.225000000000000283e-02
2.010000000000000120e-01 2.150322199999999953e+02 5.304668000000000205e+01 2.099800000000000111e+01 1.989199999999999946e+01 1.914900000000000091e+01 1.878999999999999915e+01 1.864199999999999946e+01 3.600000000000000000e+01 1.160000000000000000e+03 2.124999999999999944e-01 1.947899999999999909e-01 3.763999999999999985e-02
2.010000000000000120e-01 2.151508100000000070e+02 5.295329000000000264e+01 2.285999999999999943e+01 2.168799999999999883e+01 2.089999999999999858e+01 2.075700000000000145e+01 2.007400000000000162e+01 1.200000000000000000e+01 5.000000000000000000e+00 2.049999999999999878e-01 3.377999999999999892e-01 1.144499999999999962e-01
2.010000000000000120e-01 3.337750100000000089e+02 1.171349999999999891e+00 2.320499999999999829e+01 2.174099999999999966e+01 2.152499999999999858e+01 2.132999999999999829e+01 2.103099999999999881e+01 9.200000000000000000e+01 1.490000000000000000e+02 3.749999999999999861e-02 7.525500000000000522e-01 1.284299999999999886e-01
2.010000000000000120e-01 2.150803400000000067e+02 5.309962000000000160e+01 2.443799999999999883e+01 2.159600000000000009e+01 2.053600000000000136e+01 2.004599999999999937e+01 1.975400000000000134e+01 0.000000000000000000e+00 4.000000000000000000e+00 1.400000000000000133e-01 3.113699999999999801e-01 1.049500000000000016e-01
2.010000000000000120e-01 2.144741999999999962e+02 5.270045999999999964e+01 2.189999999999999858e+01 2.091000000000000014e+01 2.042500000000000071e+01 2.016199999999999903e+01 2.012999999999999901e+01 3.070000000000000000e+02 4.670000000000000000e+02 1.100000000000000006e-01 2.052200000000000135e-01 1.067700000000000038e-01
2.010000000000000120e-01 2.150174299999999903e+02 5.310900000000000176e+01 2.228099999999999881e+01 2.203399999999999892e+01 2.095700000000000074e+01 2.036400000000000077e+01 2.027799999999999869e+01 1.000000000000000000e+01 1.800000000000000000e+01 5.699999999999999512e-01 5.099599999999999689e-01 7.500999999999999335e-02
2.015200000000000047e-01 3.702736999999999767e+01 4.596500000000000030e-01 2.235099999999999909e+01 2.111299999999999955e+01 2.032799999999999940e+01 1.996999999999999886e+01 2.010200000000000031e+01 6.400000000000000000e+01 3.100000000000000000e+02 2.374999999999999889e-01 2.164399999999999935e-01 5.172999999999999821e-02
2.017100000000000004e-01 2.153009900000000130e+02 5.310609999999999786e+01 2.067899999999999849e+01 1.934499999999999886e+01 1.851099999999999923e+01 1.808200000000000074e+01 1.788200000000000145e+01 9.999000000000000000e+03 4.940000000000000000e+02 2.449999999999999956e-01 1.883199999999999874e-01 2.314000000000000085e-02
2.018699999999999939e-01 3.514791599999999789e+02 2.927699999999999747e-01 2.369200000000000017e+01 2.177599999999999980e+01 2.098199999999999932e+01 2.076200000000000045e+01 2.101999999999999957e+01 3.700000000000000000e+01 6.700000000000000000e+01 2.275000000000000078e-01 3.000499999999999834e-01 1.213199999999999973e-01
2.020000000000000129e-01 2.153427299999999889e+02 5.312872999999999735e+01 2.245200000000000173e+01 2.194399999999999906e+01 2.120400000000000063e+01 2.068799999999999883e+01 2.050300000000000011e+01 1.200000000000000000e+01 1.100000000000000000e+01 6.025000000000000355e-01 5.513599999999999612e-01 8.895999999999999741e-02
2.020000000000000129e-01 2.153464800000000139e+02 5.312953999999999866e+01 2.296799999999999997e+01 2.209100000000000108e+01 2.091300000000000026e+01 2.028999999999999915e+01 2.000400000000000134e+01 2.500000000000000000e+02 1.980000000000000000e+02 5.675000000000000044e-01 4.695199999999999929e-01 9.711000000000000187e-02
2.020000000000000129e-01 2.151061300000000074e+02 5.311628999999999934e+01 2.319399999999999906e+01 2.167999999999999972e+01 2.047100000000000009e+01 2.003200000000000003e+01 1.994600000000000151e+01 3.700000000000000000e+01 2.000000000000000000e+01 4.249999999999999889e-01 3.552600000000000202e-01 1.068299999999999944e-01
2.021399999999999864e-01 3.514823200000000156e+02 1.317899999999999905e-01 2.226800000000000068e+01 2.025000000000000000e+01 1.891300000000000026e+01 1.838899999999999935e+01 1.805199999999999960e+01 1.626000000000000000e+03 5.200000000000000000e+01 1.950000000000000067e-01 2.555000000000000049e-01 2.324000000000000024e-02
2.024100000000000066e-01 3.518481699999999819e+02 -9.719999999999999474e-03 2.272400000000000020e+01 2.175199999999999889e+01 2.120100000000000051e+01 2.112500000000000000e+01 2.072500000000000142e+01 6.000000000000000000e+00 9.000000000000000000e+00 2.625000000000000111e-01 6.092199999999999838e-01 1.597600000000000131e-01
2.027299999999999935e-01 3.521899300000000039e+02 1.973900000000000099e-01 2.304799999999999827e+01 2.159900000000000020e+01 2.057600000000000051e+01 2.023000000000000043e+01 2.017599999999999838e+01 6.000000000000000000e+01 7.700000000000000000e+01 3.150000000000000022e-01 3.471199999999999841e-01 1.229900000000000021e-01
2.027500000000000135e-01 3.520616899999999987e+02 2.665899999999999936e-01 2.363400000000000034e+01 2.349299999999999855e+01 2.139199999999999946e+01 2.115099999999999980e+01 2.055399999999999849e+01 1.300000000000000000e+01 1.000000000000000000e+01 3.750000000000000000e-01 3.629200000000000204e-01 8.404000000000000359e-02
2.030000000000000138e-01 2.152444600000000037e+02 5.312566000000000344e+01 2.470400000000000063e+01 2.246000000000000085e+01 2.164799999999999969e+01 2.126200000000000045e+01 2.192999999999999972e+01 1.590000000000000000e+02 1.710000000000000000e+02 2.399999999999999911e-01 3.329799999999999982e-01 1.392500000000000127e-01
2.030000000000000138e-01 2.146208799999999997e+02 5.264605000000000246e+01 2.205000000000000071e+01 2.112699999999999889e+01 2.012699999999999889e+01 1.964999999999999858e+01 1.942599999999999838e+01 5.300000000000000000e+01 1.950000000000000000e+02 4.924999999999999933e-01 3.974900000000000100e-01 1.025100000000000039e-01
2.030000000000000138e-01 2.149671299999999974e+02 5.285770000000000124e+01 2.195799999999999841e+01 2.083200000000000074e+01 2.005499999999999972e+01 1.969800000000000040e+01 1.915099999999999980e+01 4.500000000000000000e+01 4.820000000000000000e+02 1.150000000000000050e-01 2.874900000000000233e-01 9.034000000000000363e-02
2.030399999999999983e-01 3.681087999999999738e+01 6.451599999999999557e-01 2.286599999999999966e+01 2.137399999999999878e+01 2.103200000000000003e+01 2.075100000000000122e+01 2.043499999999999872e+01 3.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000278e-02 2.923299999999999788e-01 9.073000000000000509e-02
2.030500000000000083e-01 3.520593700000000013e+02 3.578100000000000169e-01 2.198400000000000176e+01 1.993199999999999861e+01 1.932199999999999918e+01 1.898600000000000065e+01 1.890899999999999892e+01 1.750000000000000000e+02 2.723000000000000000e+03 1.325000000000000067e-01 2.232899999999999885e-01 5.134999999999999981e-02
2.033999999999999975e-01 3.521724600000000009e+02 2.895999999999999963e-02 2.392699999999999960e+01 2.026000000000000156e+01 1.892299999999999827e+01 1.838200000000000145e+01 1.804599999999999937e+01 2.127000000000000000e+03 2.300000000000000000e+01 2.000000000000000111e-01 2.550799999999999734e-01 3.234000000000000069e-02
2.035800000000000110e-01 3.751626999999999867e+01 5.443799999999999750e-01 2.279100000000000037e+01 2.210399999999999920e+01 2.129100000000000037e+01 2.103999999999999915e+01 2.122599999999999909e+01 2.100000000000000000e+01 6.600000000000000000e+01 2.525000000000000022e-01 3.602500000000000147e-01 1.215399999999999953e-01
2.035899999999999932e-01 3.756893000000000171e+01 4.723999999999999866e-01 2.155900000000000105e+01 1.996499999999999986e+01 1.898999999999999844e+01 1.851500000000000057e+01 1.817800000000000082e+01 1.900000000000000000e+02 2.515000000000000000e+03 1.224999999999999978e-01 1.916599999999999970e-01 3.699999999999999817e-02
2.039799999999999947e-01 3.780514999999999759e+01 6.901599999999999957e-01 2.194800000000000040e+01 1.991300000000000026e+01 1.857900000000000063e+01 1.810999999999999943e+01 1.775400000000000134e+01 8.723000000000000000e+03 1.110000000000000000e+02 2.149999999999999967e-01 2.195000000000000007e-01 2.747000000000000136e-02
2.039999999999999869e-01 3.336277999999999793e+02 1.303900000000000059e-01 1.997400000000000020e+01 1.878500000000000014e+01 1.775799999999999912e+01 1.730000000000000071e+01 1.700100000000000122e+01 9.999000000000000000e+03 4.941000000000000000e+03 1.524999999999999967e-01 2.134500000000000008e-01 3.282999999999999807e-02
2.039999999999999869e-01 2.145275399999999877e+02 5.259837000000000273e+01 2.229400000000000048e+01 2.067299999999999827e+01 1.990899999999999892e+01 1.968199999999999861e+01 1.947800000000000153e+01 5.000000000000000000e+00 1.920000000000000000e+02 2.000000000000000111e-01 2.448099999999999998e-01 6.936000000000000498e-02
2.039999999999999869e-01 2.145821799999999939e+02 5.257348999999999961e+01 2.192200000000000060e+01 2.030199999999999960e+01 1.910500000000000043e+01 1.864900000000000091e+01 1.832300000000000040e+01 1.065000000000000000e+03 2.800000000000000000e+01 1.749999999999999889e-01 2.185300000000000020e-01 4.057999999999999802e-02
2.039999999999999869e-01 3.352057699999999727e+02 1.149010000000000087e+00 2.154599999999999937e+01 2.088899999999999935e+01 2.014900000000000091e+01 1.994500000000000028e+01 1.963200000000000145e+01 2.620000000000000000e+02 4.710000000000000000e+02 3.724999999999999978e-01 1.660600000000000132e-01 9.778000000000000580e-02
2.039999999999999869e-01 2.145399099999999919e+02 5.268285999999999802e+01 2.197599999999999909e+01 1.990800000000000125e+01 1.856299999999999883e+01 1.807600000000000051e+01 1.778200000000000003e+01 9.078000000000000000e+03 8.250000000000000000e+02 1.875000000000000000e-01 2.293499999999999983e-01 2.120999999999999969e-02
2.044900000000000051e-01 3.519044499999999971e+02 -4.472999999999999893e-02 2.219800000000000040e+01 2.073000000000000043e+01 2.012099999999999866e+01 1.991700000000000159e+01 2.001500000000000057e+01 2.140000000000000000e+02 1.102000000000000000e+03 1.474999999999999922e-01 1.797999999999999876e-01 7.384999999999999898e-02
2.049999999999999878e-01 3.751924000000000348e+01 6.548300000000000232e-01 2.363400000000000034e+01 2.195200000000000173e+01 2.095299999999999940e+01 2.055399999999999849e+01 2.039499999999999957e+01 1.100000000000000000e+01 2.000000000000000000e+01 3.024999999999999911e-01 3.462100000000000177e-01 1.272800000000000042e-01
2.049999999999999878e-01 3.350173899999999776e+02 -4.474999999999999811e-02 2.386199999999999832e+01 2.177700000000000102e+01 2.124200000000000088e+01 2.100400000000000134e+01 2.133200000000000074e+01 2.000000000000000000e+00 2.000000000000000000e+00 1.199999999999999956e-01 2.737299999999999733e-01 8.709999999999999687e-02
2.050299999999999900e-01 3.756676999999999822e+01 3.944500000000000228e-01 2.194500000000000028e+01 2.114000000000000057e+01 2.045899999999999963e+01 2.017000000000000171e+01 1.978699999999999903e+01 1.200000000000000000e+01 4.700000000000000000e+01 1.849999999999999978e-01 1.989200000000000135e-01 1.443300000000000138e-01
2.057599999999999985e-01 3.713056000000000267e+01 6.602000000000000091e-01 2.126099999999999923e+01 1.966600000000000037e+01 1.879599999999999937e+01 1.836199999999999832e+01 1.808099999999999952e+01 5.640000000000000000e+02 5.394000000000000000e+03 7.249999999999999500e-02 2.052599999999999980e-01 4.411000000000000337e-02
2.059499999999999942e-01 3.722173999999999694e+01 7.613499999999999712e-01 2.276800000000000068e+01 2.217200000000000060e+01 2.123300000000000054e+01 2.109199999999999875e+01 2.302499999999999858e+01 3.000000000000000000e+00 8.000000000000000000e+00 3.225000000000000089e-01 4.140199999999999991e-01 5.571000000000000257e-02
2.059999999999999887e-01 3.336043500000000108e+02 6.531099999999999683e-01 2.351000000000000156e+01 2.132199999999999918e+01 2.025100000000000122e+01 1.976599999999999824e+01 1.950400000000000134e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.375000000000000111e-01 3.087400000000000144e-01 9.299999999999999933e-02
2.059999999999999887e-01 3.354576200000000199e+02 4.660999999999999865e-02 2.194399999999999906e+01 2.028900000000000148e+01 1.895499999999999829e+01 1.849800000000000111e+01 1.830399999999999849e+01 1.552000000000000000e+03 2.000000000000000000e+00 3.225000000000000089e-01 2.427199999999999913e-01 2.758000000000000035e-02
2.060099999999999987e-01 3.524887100000000260e+02 3.521000000000000241e-01 -3.000000000000000062e-03 2.119500000000000028e+01 2.065800000000000125e+01 2.066900000000000048e+01 2.019099999999999895e+01 1.100000000000000000e+01 1.400000000000000000e+01 1.174999999999999933e-01 3.285699999999999732e-01 1.411799999999999999e-01
2.064799999999999969e-01 3.706980000000000075e+01 4.328600000000000225e-01 2.096799999999999997e+01 1.978300000000000125e+01 1.916900000000000048e+01 1.883800000000000097e+01 1.875499999999999901e+01 1.200000000000000000e+02 3.254000000000000000e+03 1.600000000000000033e-01 2.118800000000000128e-01 3.516999999999999987e-02
2.064900000000000069e-01 3.715628999999999849e+01 4.914399999999999880e-01 2.389300000000000068e+01 2.062699999999999889e+01 1.932199999999999918e+01 1.877199999999999847e+01 1.836700000000000088e+01 1.490000000000000000e+03 7.300000000000000000e+01 2.000000000000000111e-01 2.667300000000000226e-01 5.065999999999999670e-02
2.068899999999999906e-01 3.781396999999999764e+01 6.647199999999999775e-01 2.351300000000000168e+01 2.154799999999999827e+01 2.065800000000000125e+01 2.041700000000000159e+01 1.984400000000000119e+01 2.300000000000000000e+01 4.400000000000000000e+01 2.349999999999999867e-01 3.510599999999999832e-01 1.019400000000000028e-01
2.069999999999999896e-01 3.349989600000000110e+02 1.127599999999999936e+00 2.257300000000000040e+01 2.155499999999999972e+01 2.095599999999999952e+01 2.072299999999999898e+01 2.584100000000000108e+01 2.000000000000000000e+00 3.000000000000000000e+01 2.124999999999999944e-01 2.304400000000000059e-01 7.939000000000000223e-02
2.069999999999999896e-01 3.352688999999999737e+02 5.659999999999999754e-02 2.012399999999999878e+01 1.896799999999999997e+01 1.812800000000000011e+01 1.766799999999999926e+01 1.742800000000000082e+01 1.174000000000000000e+03 9.999000000000000000e+03 8.999999999999999667e-02 1.963399999999999868e-01 2.137999999999999970e-02
2.071199999999999986e-01 3.523288900000000012e+02 9.768000000000000294e-02 2.177499999999999858e+01 2.162500000000000000e+01 2.094600000000000151e+01 2.091000000000000014e+01 2.089300000000000068e+01 7.000000000000000000e+01 1.150000000000000000e+02 3.275000000000000133e-01 3.918599999999999861e-01 9.557000000000000217e-02
2.071800000000000030e-01 3.747290000000000276e+01 6.654400000000000315e-01 2.153300000000000125e+01 2.054400000000000048e+01 2.000199999999999889e+01 1.973000000000000043e+01 1.971900000000000119e+01 5.850000000000000000e+02 1.735000000000000000e+03 1.325000000000000067e-01 1.980500000000000038e-01 6.189000000000000057e-02
2.076600000000000112e-01 3.784382999999999697e+01 5.404600000000000515e-01 2.267200000000000060e+01 2.062199999999999989e+01 1.999500000000000099e+01 1.966600000000000037e+01 1.980099999999999838e+01 1.900000000000000000e+01 7.090000000000000000e+02 1.524999999999999967e-01 2.419600000000000084e-01 6.487999999999999323e-02
2.076800000000000035e-01 3.720653000000000077e+01 7.338999999999999968e-01 2.114099999999999824e+01 2.048400000000000176e+01 1.978500000000000014e+01 1.949800000000000111e+01 1.927599999999999980e+01 1.100000000000000000e+01 7.220000000000000000e+02 3.975000000000000200e-01 1.975600000000000134e-01 5.117000000000000021e-02
2.078200000000000047e-01 3.776384000000000185e+01 7.093000000000000416e-01 2.362000000000000099e+01 2.054299999999999926e+01 1.941799999999999926e+01 1.892599999999999838e+01 1.859900000000000020e+01 1.840000000000000000e+02 3.367000000000000000e+03 1.449999999999999900e-01 3.288599999999999857e-01 8.691000000000000114e-02
2.079999999999999905e-01 3.337780500000000075e+02 6.589000000000000412e-01 2.279100000000000037e+01 2.146900000000000119e+01 2.063500000000000156e+01 2.018599999999999994e+01 1.975600000000000023e+01 2.300000000000000000e+01 5.200000000000000000e+01 1.024999999999999939e-01 3.705399999999999805e-01 1.110000000000000014e-01
2.079999999999999905e-01 2.146554299999999955e+02 5.270468000000000330e+01 2.373699999999999832e+01 2.195100000000000051e+01 2.108399999999999963e+01 2.053999999999999915e+01 2.015800000000000125e+01 6.000000000000000000e+00 5.000000000000000000e+00 1.275000000000000022e-01 4.852400000000000047e-01 1.412400000000000044e-01
2.080200000000000105e-01 3.755324999999999847e+01 4.480799999999999783e-01 2.163899999999999935e+01 2.010999999999999943e+01 1.942399999999999949e+01 1.911899999999999977e+01 1.888400000000000034e+01 1.820000000000000000e+02 3.443000000000000000e+03 1.650000000000000078e-01 1.459000000000000019e-01 4.864999999999999880e-02
2.081300000000000094e-01 3.516646600000000262e+02 3.651300000000000101e-01 2.145200000000000173e+01 2.064799999999999969e+01 1.999099999999999966e+01 1.969200000000000017e+01 1.933800000000000097e+01 2.040000000000000000e+02 7.830000000000000000e+02 1.625000000000000056e-01 2.535299999999999776e-01 5.197999999999999843e-02
2.086300000000000099e-01 3.754999000000000109e+01 5.658199999999999896e-01 2.060500000000000043e+01 1.927400000000000091e+01 1.829500000000000171e+01 1.781299999999999883e+01 1.750199999999999889e+01 4.760000000000000000e+03 5.102000000000000000e+03 1.449999999999999900e-01 2.175300000000000011e-01 2.782000000000000098e-02
2.086999999999999966e-01 3.776912999999999698e+01 7.769000000000000350e-01 2.121699999999999875e+01 1.983299999999999841e+01 1.888299999999999912e+01 1.843100000000000094e+01 1.820499999999999829e+01 2.020000000000000000e+02 2.915000000000000000e+03 8.250000000000000389e-02 2.065899999999999959e-01 3.447000000000000064e-02
